smiles GAP_eV 
c1ccc2cc3cc4cc5c(ccc6ccc7cc8c(ccc9ccc%10cc%11ccccc%11cc%10c98)cc7c65)cc4cc3cc2c1 1.204 
c1ccc2cc3cc4cc5c(ccc6ccc7cc8c(ccc9ccc%10ccc%11ccccc%11c%10c98)cc7c65)cc4cc3cc2c1 1.222 
c1ccc2cc3cc4cc5c(ccc6c7ccc8ccc9ccccc9c8c7c7cc8ccccc8cc7c56)cc4cc3cc2c1 1.181 
c1ccc2cc3cc4cc5c(ccc6c7ccc8c9ccccc9ccc8c7c7cc8ccccc8cc7c56)cc4cc3cc2c1 1.195 
c1ccc2cc3cc4cc5c(ccc6c5c5cc7ccccc7cc5c5c7ccccc7c7ccccc7c65)cc4cc3cc2c1 1.187 
c1ccc2cc3cc4cc5c(ccc6c5c5cc7ccccc7cc5c5ccc7c8ccccc8ccc7c56)cc4cc3cc2c1 1.181 
c1ccc2cc3cc4cc5c(ccc6c5c5cc7ccccc7cc5c5ccc7ccc8ccccc8c7c56)cc4cc3cc2c1 1.196 
c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2cc4cc5cc6c(ccc7ccc8ccccc8c76)cc5cc4cc2c13 1.246 
c1ccc2cc3c(ccc4c5ccc6ccc7ccccc7c6c5c5ccc6ccc7c8ccccc8ccc7c6c5c34)cc2c1 1.971 
c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2cc4cc5cc6c7ccccc7c7ccccc7c6cc5cc4cc2c13 1.37 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6c7ccccc7c7cc8ccc9ccccc9c8cc7c56)cc4cc3cc12 1.314 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6c7ccccc7c7cc8c(ccc9ccccc98)cc7c56)cc4cc3cc12 1.323 
c1ccc2cc3c(cc2c1)c1c2ccccc2ccc1c1ccc2cc4cc5cc6c(ccc7ccccc76)cc5cc4cc2c13 1.305 
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1ccc2cc4cc5cc6c(ccc7ccccc76)cc5cc4cc2c31 1.291 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6c7ccccc7c7cc8ccc9ccccc9c8cc7c6c5cc4cc3cc12 1.314 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6c7ccccc7c7cc8c(ccc9ccccc98)cc7c6c5cc4cc3cc12 1.323 
c1ccc2cc3c(cc2c1)c1c2ccccc2ccc1c1ccc2cc4cc5cc6ccc7ccccc7c6cc5cc4cc2c13 1.305 
c1ccc2cc3c(cc2c1)c1ccc2ccccc2c1c1ccc2cc4cc5cc6ccc7ccccc7c6cc5cc4cc2c31 1.29 
c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2cc4cc5cc6ccc7ccc8ccccc8c7c6cc5cc4cc2c13 1.246 
c1ccc2cc3c(ccc4c5ccc6c7ccccc7ccc6c5c5ccc6ccc7c8ccccc8ccc7c6c5c34)cc2c1 1.967 
c1ccc2cc3cc4cc5c(ccc6c7ccccc7c7cc8ccc9ccc%10ccccc%10c9c8cc7c56)cc4cc3cc2c1 1.195 
c1ccc2cc3cc4cc5c(ccc6c7ccc8ccccc8c7c7cc8ccc9ccccc9c8cc7c56)cc4cc3cc2c1 1.198 
c1ccc2cc3cc4cc5c(ccc6c7c8ccccc8ccc7c7cc8ccc9ccccc9c8cc7c56)cc4cc3cc2c1 1.196 
c1ccc2cc3cc4cc5c(ccc6c7ccc8ccccc8c7c7cc8c(ccc9ccccc98)cc7c56)cc4cc3cc2c1 1.214 
c1ccc2cc3cc4cc5c(ccc6c7c8ccccc8ccc7c7cc8c(ccc9ccccc98)cc7c56)cc4cc3cc2c1 1.201 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1c2ccccc2c2cc3c(ccc4ccccc43)cc2c51 1.333 
c1ccc2cc3cc4cc5c(ccc6c7ccccc7c7cc8c9ccccc9c9ccccc9c8cc7c56)cc4cc3cc2c1 1.213 
c1ccc2cc3cc4cc5c(ccc6c7ccccc7c7cc8c(ccc9ccc%10ccccc%10c98)cc7c56)cc4cc3cc2c1 1.197 
c1ccc2cc3c(ccc4c5ccccc5c5cc6cc7cc8c(ccc9ccc%10ccccc%10c98)cc7cc6cc5c34)cc2c1 1.369 
c1ccc2cc3c(ccc4c5ccccc5c5cc6cc7cc8c9ccccc9c9ccccc9c8cc7cc6cc5c34)cc2c1 1.499 
c1ccc2cc3c(ccc4c5c6ccccc6c6ccccc6c5c5ccc6ccc7c8ccccc8ccc7c6c5c34)cc2c1 2.048 
c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1ccccc1c1ccc2cc3ccc4ccccc4c3cc2c15 1.462 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccccc2c2cc4cc5cc6c(ccc7ccccc76)cc5cc4cc2c31 1.432 
c1ccc2cc3c(ccc4c5c6ccccc6ccc5c5cc6cc7cc8c(ccc9ccccc98)cc7cc6cc5c34)cc2c1 1.384 
c1ccc2cc3c(ccc4c5ccc6ccccc6c5c5cc6cc7cc8c(ccc9ccccc98)cc7cc6cc5c34)cc2c1 1.393 
c1ccc2c(c1)ccc1cc3cc4cc5c6ccccc6c6ccc7cc8ccc9ccccc9c8cc7c6c5cc4cc3cc12 1.459 
c1ccc2cc3c(cc2c1)c1ccccc1c1c2ccccc2c2cc4cc5cc6ccc7ccccc7c6cc5cc4cc2c31 1.428 
c1ccc2cc3c(ccc4c5c6ccccc6ccc5c5cc6cc7cc8ccc9ccccc9c8cc7cc6cc5c34)cc2c1 1.345 
c1ccc2cc3c(ccc4c5ccc6ccccc6c5c5cc6cc7cc8ccc9ccccc9c8cc7cc6cc5c34)cc2c1 1.391 
c1ccc2cc3c(ccc4c5ccccc5c5cc6cc7cc8ccc9ccc%10ccccc%10c9c8cc7cc6cc5c34)cc2c1 1.369 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2cc3ccc4ccc6ccccc6c4c3cc2c15 1.337 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1c2ccccc2c2cc3ccc4ccccc4c3cc2c51 1.326 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccccc2c1c1ccc2cc3ccc4ccccc4c3cc2c51 1.266 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccccc2ccc1c1ccc2cc3ccc4ccccc4c3cc2c15 1.306 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccccc2c1c1c2ccccc2c2cc3ccccc3cc2c51 1.279 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccccc2ccc1c1c2ccccc2c2cc3ccccc3cc2c51 1.275 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1c2ccc3ccccc3c2c2cc3ccccc3cc2c51 1.313 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1c2c3ccccc3ccc2c2cc3ccccc3cc2c51 1.309 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccc3ccccc3c2c1c1ccc2cc3ccccc3cc2c51 1.252 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2c3ccccc3ccc2c1c1ccc2cc3ccccc3cc2c51 1.265 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2cc3ccccc3cc2ccc1c1c2ccccc2c2ccccc2c51 1.237 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2ccc3ccc4ccc5c6ccccc6c6ccccc6c5c4c3c21 2.43 
c1ccc2cc3c(ccc4c5ccc6ccccc6c5c5ccc6ccc7c(ccc8ccc9ccccc9c87)c6c5c34)cc2c1 1.994 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2cc3ccccc3cc2ccc1c1ccc2c3ccccc3ccc2c15 1.309 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2cc3ccccc3cc2ccc1c1ccc2cc3ccccc3cc2c15 1.229 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2cc3ccccc3cc2ccc1c1ccc2ccc3ccccc3c2c15 1.296 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(ccc9ccc%10ccc%11ccccc%11c%10c98)cc7cc6cc5c43)cc2c1 1.27 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(ccc9ccc%10cc%11ccccc%11cc%10c98)cc7cc6cc5c43)cc2c1 1.205 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(ccc9ccc%10c%11ccccc%11ccc%10c98)cc7cc6cc5c43)cc2c1 1.286 
c1ccc2c(c1)ccc1cc3ccc4ccc5cc6cc7cc8c(ccc9c%10ccccc%10ccc89)cc7cc6cc5c4c3cc12 1.278 
c1ccc2c(c1)ccc1cc3c(ccc4ccc5cc6cc7cc8c(ccc9c%10ccccc%10ccc89)cc7cc6cc5c43)cc12 1.283 
c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2cc4cc5cc6c(ccc7c8ccccc8ccc67)cc5cc4cc2c13 1.24 
c1ccc2cc3c(ccc4c5ccccc5c5cc6cc7cc8c(ccc9c%10ccccc%10ccc89)cc7cc6cc5c34)cc2c1 1.365 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(ccc9c%10ccccc%10c%10ccccc%10c89)cc7cc6cc5c43)cc2c1 1.221 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(ccc9c8ccc8c%10ccccc%10ccc89)cc7cc6cc5c43)cc2c1 1.278 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(ccc9c8ccc8ccc%10ccccc%10c89)cc7cc6cc5c43)cc2c1 1.277 
c1ccc2c(c1)ccc1cc3ccc4ccc5cc6cc7cc8c9ccccc9c9ccccc9c8cc7cc6cc5c4c3cc12 1.412 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(cc7cc6cc5c43)c3ccccc3c3ccc4ccccc4c38)cc2c1 1.351 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c(cc7cc6cc5c43)c3ccccc3c3c4ccccc4ccc83)cc2c1 1.355 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c9ccccc9c9c%10ccccc%10ccc9c8cc7cc6cc5c43)cc2c1 1.355 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8c9ccccc9c9ccc%10ccccc%10c9c8cc7cc6cc5c43)cc2c1 1.352 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7cc8ccc9ccc%10ccccc%10c9c8cc7c65)cc4cc3cc12 1.335 
c1ccc2c(c1)ccc1cc3ccc4ccc5cc6cc7cc8c(ccc9ccc%10ccccc%10c98)cc7cc6cc5c4c3cc12 1.283 
c1ccc2cc3c(ccc4c5c6ccc7ccccc7c6ccc5c5ccc6ccc7c8ccccc8ccc7c6c5c34)cc2c1 1.919 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7cc8ccc9ccc%10ccccc%10c9c8cc7c6c5cc4cc3cc12 1.33 
c1ccc2c(c1)ccc1cc3ccc4ccc5cc6cc7cc8ccc9ccc%10ccccc%10c9c8cc7cc6cc5c4c3cc12 1.284 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8ccc9c(ccc%10ccc%11ccccc%11c%109)c8cc7cc6cc5c43)cc2c1 1.276 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8ccc9c(ccc%10c%11ccccc%11ccc%109)c8cc7cc6cc5c43)cc2c1 1.278 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8ccc9c%10ccccc%10c%10ccccc%10c9c8cc7cc6cc5c43)cc2c1 1.221 
c1ccc2c(c1)ccc1cc3ccc4ccc5cc6cc7cc8ccc9c%10ccccc%10ccc9c8cc7cc6cc5c4c3cc12 1.277 
c1ccc2c(c1)ccc1cc3c(ccc4ccc5cc6cc7cc8ccc9c%10ccccc%10ccc9c8cc7cc6cc5c43)cc12 1.283 
c1ccc2cc3c(cc2c1)c1ccccc1c1ccc2cc4cc5cc6ccc7c8ccccc8ccc7c6cc5cc4cc2c13 1.24 
c1ccc2cc3c(ccc4c5ccccc5c5cc6cc7cc8ccc9c%10ccccc%10ccc9c8cc7cc6cc5c34)cc2c1 1.362 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8ccc9ccc%10c%11ccccc%11ccc%10c9c8cc7cc6cc5c43)cc2c1 1.286 
c1ccc2cc3c(ccc4c5c(ccc6ccc7ccccc7c65)c5ccc6ccc7c8ccccc8ccc7c6c5c34)cc2c1 1.963 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8ccc9ccc%10cc%11ccccc%11cc%10c9c8cc7cc6cc5c43)cc2c1 1.205 
c1ccc2cc3c(ccc4ccc5cc6cc7cc8ccc9ccc%10ccc%11ccccc%11c%10c9c8cc7cc6cc5c43)cc2c1 1.27 
c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3cc4cc5cc6c(ccc7ccc8ccccc8c76)cc5cc4cc3c12 1.452 
c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3cc4cc5cc6c7ccccc7c7ccccc7c6cc5cc4cc3c12 1.617 
c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1ccccc1c1ccc2c3ccccc3c3ccccc3c2c15 1.533 
c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1ccccc1c1ccc2c(ccc3ccc4ccccc4c32)c15 1.529 
c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1ccc2ccccc2c1c1ccc2c3ccccc3ccc2c51 1.483 
c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1c2ccccc2ccc1c1ccc2c3ccccc3ccc2c15 1.49 
c1ccc2c(c1)ccc1cc3cc4cc5c6ccccc6c6ccc7c8ccccc8c8ccccc8c7c6c5cc4cc3cc12 1.53 
c1ccc2c(c1)ccc1cc3cc4cc5c6ccccc6c6ccc7c(ccc8ccc9ccccc9c87)c6c5cc4cc3cc12 1.527 
c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c5ccccc5c5cc6c(ccc7ccc8ccccc8c76)cc5c4c3c21 2.205 
c1ccc2c(c1)ccc1cc3cc4cc5c6ccc7ccccc7c6c6ccc7c8ccccc8ccc7c6c5cc4cc3cc12 1.46 
c1ccc2c(c1)ccc1cc3cc4cc5c(cc4cc3cc12)c1c2ccc3ccccc3c2ccc1c1ccc2ccccc2c15 1.49 
c1ccc2c(c1)ccc1c2ccc2c3ccccc3c3cc4cc5cc6ccc7ccc8ccccc8c7c6cc5cc4cc3c12 1.451 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2c3ccccc3c3ccc4ccccc4c3c2c15 1.399 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2c3ccccc3c3c4ccccc4ccc3c2c15 1.396 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccccc2ccc1c1ccc2c(ccc3ccc4ccccc4c32)c15 1.361 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2c3c4ccccc4ccc3c3ccccc3c2c15 1.403 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2c(ccc3ccc4ccc6ccccc6c4c32)c15 1.402 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccc3ccccc3c2c1c1ccc2c3ccccc3ccc2c51 1.34 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccc3ccccc3c2ccc1c1c2ccccc2c2ccccc2c51 1.334 
c1ccc2c(c1)ccc1c2ccc2ccc3ccc4c5ccccc5c5cc6c7ccccc7c7ccccc7c6cc5c4c3c21 2.377 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccccc2c1c1ccc2c3ccccc3c3ccccc3c2c51 1.349 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccc2ccccc2c1c1ccc2c(ccc3ccc4ccccc4c32)c51 1.33 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccccc2ccc1c1ccc2c3ccccc3c3ccccc3c2c15 1.363 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccc3ccccc3c2ccc1c1ccc2c3ccccc3ccc2c15 1.388 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1c2ccc3ccccc3c2ccc1c1ccc2ccc3ccccc3c2c15 1.372 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c(ccc7ccc8ccc9ccccc9c8c76)cc5cc4cc3c21 1.367 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c(ccc7ccc8c9ccccc9ccc8c76)cc5cc4cc3c21 1.385 
c1ccc2c(c1)ccc1ccc3cc4cc5cc6c(ccc7ccc8c9ccccc9c9ccccc9c8c76)cc5cc4cc3c12 1.356 
c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7ccc8c9ccccc9c9ccccc9c8c7c6cc5cc4cc3ccc21 1.351 
c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7ccc8c9ccc%10ccccc%10c9ccc8c7c6cc5cc4cc3ccc21 1.336 
c1ccc2c(c1)ccc1c3cc4cc5cc6ccc7ccc8c(ccc9ccc%10ccccc%10c98)c7c6cc5cc4cc3ccc21 1.339 
c1ccc2c(c1)ccc1c3cc4cc5cc6c7ccccc7c7ccc8c9ccccc9ccc8c7c6cc5cc4cc3ccc21 1.448 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c(ccc7c8ccccc8c8ccccc8c67)cc5cc4cc3c21 1.309 
c1ccc2c(c1)ccc1c2ccc2c3cc4cc5cc6ccc7ccc8c9ccccc9ccc8c7c6cc5cc4cc3ccc21 1.378 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c(ccc7c6ccc6ccc8ccccc8c67)cc5cc4cc3c21 1.375 
c1ccc2c(c1)c1ccccc1c1cc3cc4cc5c(ccc6ccc7c8ccccc8c8ccccc8c7c65)cc4cc3cc21 1.508 
c1ccc2c(c1)ccc1ccc3c(ccc4ccc5cc6cc7cc8c9ccccc9c9ccccc9c8cc7cc6cc5c43)c12 1.489 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c(cc5cc4cc3c21)c1ccccc1c1ccc2ccccc2c16 1.463 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c(cc5cc4cc3c21)c1ccccc1c1c2ccccc2ccc61 1.467 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c7ccccc7c7c8ccccc8ccc7c6cc5cc4cc3c21 1.467 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1ccc2ccc4ccc5c(ccc6ccc7ccccc7c65)c4c2c13 2.356 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6c7ccccc7c7ccc8ccccc8c7c6cc5cc4cc3c21 1.462 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7c8ccccc8c8ccc9ccccc9c8c7c65)cc4cc3cc12 1.43 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7c8ccccc8c8c9ccccc9ccc8c7c65)cc4cc3cc12 1.423 
c1ccc2c(c1)ccc1ccc3cc4cc5cc6c(ccc7ccc8c(ccc9ccc%10ccccc%10c98)c76)cc5cc4cc3c12 1.345 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7c8c9ccccc9ccc8c8ccccc8c7c65)cc4cc3cc12 1.425 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7c(ccc8ccc9ccc%10ccccc%10c9c87)c65)cc4cc3cc12 1.417 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7c8ccccc8c8ccc9ccccc9c8c7c6c5cc4cc3cc12 1.43 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7c8ccccc8c8c9ccccc9ccc8c7c6c5cc4cc3cc12 1.423 
c1ccc2c(c1)ccc1ccc3cc4cc5cc6ccc7ccc8c(ccc9ccc%10ccccc%10c98)c7c6cc5cc4cc3c12 1.345 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7c8c9ccccc9ccc8c8ccccc8c7c6c5cc4cc3cc12 1.426 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccccc1c1c2ccccc2c2ccc4ccc5c6ccccc6ccc5c4c2c31 2.28 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7c(ccc8ccc9ccc%10ccccc%10c9c87)c6c5cc4cc3cc12 1.419 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6ccc7c(ccc8ccc9ccccc9c87)c6cc5cc4cc3c21 1.376 
c1ccc2c(c1)ccc1c2ccc2c3cc4cc5cc6c(ccc7ccc8c9ccccc9ccc8c76)cc5cc4cc3ccc21 1.379 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6ccc7c8ccccc8c8ccccc8c7c6cc5cc4cc3c21 1.309 
c1ccc2c(c1)ccc1c3cc4cc5cc6c(ccc7ccc8c9ccccc9c9ccccc9c8c76)cc5cc4cc3ccc21 1.351 
c1ccc2c(c1)ccc1c3cc4cc5cc6c(ccc7ccc8c9ccc%10ccccc%10c9ccc8c76)cc5cc4cc3ccc21 1.337 
c1ccc2c(c1)ccc1c3cc4cc5cc6c(ccc7ccc8c(ccc9ccc%10ccccc%10c98)c76)cc5cc4cc3ccc21 1.34 
c1ccc2c(c1)ccc1c3cc4cc5cc6c(cc5cc4cc3ccc21)c1ccccc1c1ccc2c3ccccc3ccc2c16 1.446 
c1ccc2c(c1)ccc1ccc3cc4cc5cc6ccc7ccc8c9ccccc9c9ccccc9c8c7c6cc5cc4cc3c12 1.356 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6ccc7ccc8c9ccccc9ccc8c7c6cc5cc4cc3c21 1.386 
c1ccc2c(c1)ccc1cc3c(cc12)c1ccc2ccccc2c1c1ccc2ccc4ccc5c6ccccc6ccc5c4c2c31 2.197 
c1ccc2c(c1)ccc1c2ccc2ccc3cc4cc5cc6ccc7ccc8ccc9ccccc9c8c7c6cc5cc4cc3c21 1.368 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccccc8c8ccc9ccc%10ccccc%10c9c8c7c65)cc4cc3cc2c1 1.299 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccccc8c8ccc9c%10ccccc%10ccc9c8c7c65)cc4cc3cc2c1 1.301 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9ccccc9c8c8c9ccccc9ccc8c7c65)cc4cc3cc2c1 1.282 
c1ccc2cc3cc4cc5c(ccc6ccc7c8c9ccccc9ccc8c8c9ccccc9ccc8c7c65)cc4cc3cc2c1 1.297 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccccc8c8c9ccccc9c9ccccc9c8c7c65)cc4cc3cc2c1 1.301 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccccc8c8c(ccc9ccc%10ccccc%10c98)c7c65)cc4cc3cc2c1 1.302 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9ccc%10ccc%11ccccc%11c%10c9c8ccc7c65)cc4cc3cc2c1 1.295 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9ccc%10cc%11ccccc%11cc%10c9c8ccc7c65)cc4cc3cc2c1 1.297 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9ccc%10c%11ccccc%11ccc%10c9c8ccc7c65)cc4cc3cc2c1 1.292 
c1ccc2c(c1)ccc1c2ccc2c1ccc1c2ccc2ccc3ccc4ccc5c6ccc7ccccc7c6ccc5c4c3c21 2.427 
c1ccc2c(c1)ccc1cc3c(cc12)c1c2ccccc2ccc1c1ccc2ccc4ccc5c6ccccc6ccc5c4c2c13 2.242 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9ccc%10ccccc%10c9c8c8ccccc8c7c65)cc4cc3cc2c1 1.291 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9cc%10ccc%11ccccc%11c%10cc9c8ccc7c65)cc4cc3cc2c1 1.285 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9cc%10cc%11ccccc%11cc%10cc9c8ccc7c65)cc4cc3cc2c1 1.259 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9cc%10c(ccc%11ccccc%11%10)cc9c8ccc7c65)cc4cc3cc2c1 1.286 
c1ccc2cc3cc4cc5c(ccc6ccc7c(ccc8c9cc%10ccccc%10cc9c9ccccc9c87)c65)cc4cc3cc2c1 1.28 
c1ccc2cc3cc4cc5c(ccc6c7ccccc7c7c8ccc9cc%10ccccc%10cc9c8ccc7c56)cc4cc3cc2c1 1.224 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2c3ccc4cc6ccccc6cc4c3ccc2c15 1.381 
c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5cc6cc7cc8c(ccc9ccccc98)cc7cc6cc5c43)cc2c1 1.397 
c1ccc2cc3c(ccc4c3ccc3c4ccc4ccc5cc6cc7cc8ccc9ccccc9c8cc7cc6cc5c43)cc2c1 1.397 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9cc%10ccccc%10cc9c8c8ccccc8c7c65)cc4cc3cc2c1 1.291 
c1ccc2cc3cc4cc5c(ccc6ccc7c(ccc8c9ccc%10ccccc%10c9c9ccccc9c78)c65)cc4cc3cc2c1 1.291 
c1ccc2cc3cc4cc5c(ccc6c7ccccc7c7c8ccc9c%10ccccc%10ccc9c8ccc7c56)cc4cc3cc2c1 1.237 
c1ccc2cc3cc4cc5c(cc4cc3cc2c1)c1ccccc1c1ccc2c3ccc4c6ccccc6ccc4c3ccc2c15 1.398 
c1ccc2c(c1)ccc1cc3cc4cc5c(ccc6ccc7c8ccc9c%10ccccc%10ccc9c8ccc7c65)cc4cc3cc12 1.421 
c1ccc2c(c1)ccc1cc3cc4cc5ccc6ccc7c8ccc9c%10ccccc%10ccc9c8ccc7c6c5cc4cc3cc12 1.422 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9c%10ccccc%10ccc9c8c8ccccc8c7c65)cc4cc3cc2c1 1.306 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9c%10ccccc%10c%10ccccc%10c9c8ccc7c65)cc4cc3cc2c1 1.299 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9c%10ccc%11ccccc%11c%10ccc9c8ccc7c65)cc4cc3cc2c1 1.296 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9c%10cc%11ccccc%11cc%10ccc9c8ccc7c65)cc4cc3cc2c1 1.301 
c1ccc2cc3cc4cc5c(ccc6ccc7c8ccc9c(ccc%10ccc%11ccccc%11c%109)c8ccc7c65)cc4cc3cc2c1 1.295 
c1ccc2c(c1)ccc1cc3c4ccccc4c4ccc5ccc6ccc7c(ccc8ccc9ccccc9c87)c6c5c4c3cc12 2.305 
c1ccc2cc3cc4cc5c(ccc6ccc7c(c8ccccc8c8c9ccccc9c9ccccc9c78)c65)cc4cc3cc2c1 1.298 
c1ccc2cc3cc4cc5c(ccc6ccc7c(ccc8c9c%10ccccc%10ccc9c9ccccc9c78)c65)cc4cc3cc2c1 1.283 
c1ccc2cc3cc4cc5c(ccc6ccc7c(ccc8c9ccccc9c9c%10ccccc%10ccc9c87)c65)cc4cc3cc2c1 1.291 
c1ccc2cc3cc4cc5c(ccc6ccc7c(ccc8c9ccccc9c9ccc%10ccccc%10c9c87)c65)cc4cc3cc2c1 1.288 
